beginOffset,content,magnitude,score
32267,どちらにつないでもステレオになります。,0.5,0.5
32324,両方つないでミックスしたステレオも可能でさらに一つの音源を別のヘッドホンにリレーして同じ音源を二人で聞くことも可能です。,0.3,0.3
32504,コードの一つはマイクとリモコンがついていますので小型オーディオプレーヤーのイヤホンのような機能を使うことができます。,0.6,0.6
32678,音質も低音が生きていて厚みがあります。,0.5,0.5
32735,この値段のヘッドホンで非常にコスパが良いと思いました。,0.8,0.8
32816,デザインも気にいりました。,0.8,0.8
32855,ここのところイヤホンばかりで音楽を聴いていたので耳を覆うヘッドホンで聴く音楽は広がりがありイヤホンでは実現できない音であることを思い出しました。,0.0,0.0
33071,本体にrとlの表示がないので毎回ちょっと迷います。,0.7,-0.7
33142,外側のレコード盤面みたいなデザインのプレートは、溝に汚れがたまるかも。,0.7,-0.7
33247,太い方のコードが長いのは助かります。,0.6,0.6
33301,細い方のコードは短めですがちょうどいいと思います。,0.9,0.9
33376,耳をすっぽりと覆うイヤーパッドなので遮音性は高く耳と頭に当たる部分はソフトで痛くなく、軽量で、メガネも大丈夫です。,0.9,0.9
33547,とてもコンパクトな紙箱入り、ゴム引きのような薄い黒のポーチ付きで赤と黒のツートンは写真で見るより落ち着いた印象でした。,0.9,0.9
33724,年齢性別を問わず広く好感が持てるデザインだと思います。,0.9,0.9
33805,イヤホンを受け付けない体質ですが、こちらもかなり耳の息苦しさを感じました。,0.0,0.0
33916,ボリュームを上げなくても長時間でなくても、脳と神経が疲れてしまいます。,0.5,-0.5
34021,疲れないヘッドホンは愛用しています。,0.9,0.9
34075,何がどう違うのか謎です。,0.5,-0.5
34111,気圧の変化にひどく敏感で神経過敏な人は、密閉型は合わないのかもしれません。,0.5,-0.5
0,届いてすぐは右側から音がしない、歌声が聞こえてこない、ねばつく不気味な反響音と買ったことを後悔したましたが、bluetoothに接続して切り離すをくり返してみたらなぜか安定しました。,0.1,0.1
255,オーバーイヤーヘッドホンということですが、頭が小さめサイズのわたしでも結構しっかり押さえつけられて耳に乗っかっている感じがするので、これは面長な人だとオーバーイヤーというよりもオンイヤーぽくて、ちょっとツラいかもしれないですね。,0.3,0.3
597,何時間もつけていられる、というレビューも見受けられましたが、自分は二時間くらいが限度です。,0.4,-0.4
732,結構押さえつけられて痛くなってきますし蒸さります。hifiとのことですが音はわりと軽めに感じています。jpopを聴くにはちょうどいいかも。,0.4,0.4
923,民族音楽的なパーカッションとかだとポコポコ感がなじめない人もいるかもしれない。amazonmusicでクラシックを聴いてみたのですが、ちょっと合わない感じがしました。,0.7,-0.7
1150,音量アップダウンは個人的にはもっと小刻みにしてほしかったので慣れが必要でしょう。,0.6,-0.6
1270,低音高音のバランスなどももう少し、こう、とモヤモヤがあります。,0.0,0.0
1363,イコライザで弄くれば好みになるかもしれないです。,0.1,0.1
1435,手厳しめに書きましたが、総合的客観的には、お値段以上的にがんばってる音だと思います。bluetoothは10メートルまでとありますが家の中で試してみたところ5メートル先くらいが限度です。,0.1,-0.1
1690,ワンルームマンションだったらokだけど戸建てだと部屋を離れたらoutという感じです。,0.3,-0.3
1806,あとはここからはiphoneでの通話仕様についてなんですがオンオフスイッチがイマイチ押し難いんです。,0.8,-0.8
1944,推しそこねて勝手に通話が入ってしまったりとかして、かなりめんどくさくてうっとうしい。,0.8,-0.8
2070,これこそどっかでオンオフ設定できないのでしょうか?,0.3,-0.3
2143,できるのなら取扱説明書がほしいです。,0.5,-0.5
2197,ついてきた取扱説明書はほんとに申し訳程度でしかないです。,0.4,-0.4
2281,というのが、彼女の評価でした。,0.0,0.0
2326,すぐに壊れた。,0.9,-0.9
2347,ヘッドバンドの調節を最長にしても、他のメーカーより短い為、耳にフィットせず使えない。,0.7,-0.7
2473,また、日本語マニュアルの1ページ目と3ページ目に不備間違いがある。,0.8,-0.8
2568,メーカーに日本語対応のeメールで、マニュアルの改版と、ヘッドバンドの調節箇所を左右2ステッププラスされるよう設計変更をお願いしました。,0.1,-0.1
2765,現品は、amazonに返品しました。,0.0,0.0
2807,低音、音質は価格相応と思う、特に不満なし。,0.9,0.9
2870,タイムセールで約2900円で購入。,0.0,0.0
2913,通常価格との差が大きいためにamazonで購入が表示されていません商品が到着、箱には英語のみの表記。,0.3,-0.3
3051,諸マーク類はce、rcm、weee、三矢、rohsの五つ。,0.0,0.0
3112,ヘッドホン本体にはfccの表示もありました。,0.1,0.1
3172,しかし、日本の技術基準適合の表示がないので、恐らくは電波法に違反します。,0.8,-0.8
3280,内容物はヘッドホン本体、ポーチ、説明書、usbatomicrousbbケーブル、マイク付きのステレオミニ雄々ケーブルの五点。,0.0,0.0
3436,ポーチの材質は不明ですが、ポリウレタンっぽい感じで劣化が早そうな感じです。,0.6,-0.6
3547,こんな余計な物要らない説明書は複数言語で書かれており、日本語もありました。,0.3,-0.3
3658,日本語の表現は比較的違和感が少ないように感じました。usbケーブルは至って普通。,0.0,0.0
3772,ステレオミニケーブルは端子部金メッキあり、長さは12m程度。,0.0,0.0
3856,さて、メインのヘッドホンについてですが、普通未満。,0.1,-0.1
3931,材質はほぼプラスチックで、画像でハウジング部分はアルミかなあと思っていましたが、完全にプラスチック製でした。,0.3,-0.3
4093,イヤーパッドはオンイヤー寄りのオーバーイヤー型といった感じ。,0.0,0.0
4183,側圧は程々ですが長時間の着用では耳が痛くなり、遮音性は皆無。,0.3,-0.3
4273,外の音がめちゃめちゃ聞こえます。,0.5,-0.5
4321,また、イヤーパッドの質が悪く、通気性が皆無で、蒸れて蒸れて夏場の使用はとてもできません。,0.8,-0.8
4453,更にパッド部分の臭いがきつい。,0.8,-0.8
4498,薬品系の臭いが鼻を刺します。,0.7,-0.7
4540,次に音についてですが、bluetooth接続だとホワイトノイズが酷いので、まあ、使い物にならないと考えて差し支えないと思います。,0.8,-0.8
4714,ですから、有線接続でのことを書きます。bluetoothを除けば同社のpro10と同じなのでしょうかね音質は良いとは決して言えないけれどそこまで悪いとも言えない、あと少しでフツーのラインに届くといった感じ。,0.1,-0.1
4995,低域は控えめでと言うか殆ど出てない、中高域メインなのかなと言う様な音。,0.2,-0.2
5100,その主張する中高域が良い音かと言えば、個人的には好みじゃない。,0.6,-0.6
5193,突き刺すような音で、聞き心地が余り良くないです。,0.9,-0.9
5265,エージングは合計30時間程度行いましたが、尖った感じの音は殆ど和らぎませんでした。,0.1,-0.1
